Prediction:['<S> DH AH L AE D ER L EH D T UW AH N AH DH ER B R AO D P AE S AH JH AH N D JH AH S T AE Z W IY R IY CH T IH NG W IY HH ER D DH AH S AW N D AH V R AH N IH NG F IY T AH N D DH AH SH AW T IH NG AH V T UW F OY S AH Z W AH N AE N S ER IH NG DH AH AH DH ER F R AH M DH AH F L AO R AA N W IH CH W IY W ER AH N D F R AH M DH AH W AH N B IH N UW TH </S>'] ---> Reference:['<S> DH AH L AE T ER L EH D T UW AH N AH DH ER B R AO D P AE S AH JH AH N D JH AH S T AE Z W IY R IY CH T IH T W IY HH ER D DH AH S AW N D AH V R AH N IH NG F IY T AH N D DH AH SH AW T IH NG AH V T UW V OY S AH Z W AH N AE N S ER IH NG DH AH AH DH ER F R AH M DH AH F L AO R AA N W IH CH W IY W ER AH N D F R AH M DH AH W AH N B IH N IY TH </S>']  (PER: 0.029850746268656716)
Prediction:['<S> AY S AH P OW Z DH AE T AY AE M K AH M Y UW T IH NG EY F EH L AH N IY B AH T IH T IH Z JH AH S T P AA S AH B AH L DH AE T AY R M S EY V IH NG EY S OW L </S>'] ---> Reference:['<S> AY S AH P OW Z DH AE T AY AE M K AH M Y UW T IH NG EY F EH L AH N IY B AH T IH T IH Z JH AH S T P AA S AH B AH L DH AE T AY AE M S EY V IH NG EY S OW L </S>']  (PER: 0.016129032258064516)
Prediction:['<S> Z V IY </S>'] ---> Reference:['<S> Z V IY </S>']  (PER: 0.0)
Prediction:['<S> B AH T AH V W AH T S OW S AY IH T IY </S>'] ---> Reference:['<S> B AH T AH V W AH T S OW S AY IH T IY </S>']  (PER: 0.0)
Prediction:['<S> B AH T DH EH R W AA Z L IH T AH L AY D IH D AH N T N OW </S>'] ---> Reference:['<S> B AH T DH EH R W AA Z L IH T AH L AY D IH D AH N T N OW </S>']  (PER: 0.0)
Prediction:['<S> W IH DH EY R EH N D IH NG T EH R IH NG S AW T AH N D OW V ER AH P AA N IH T S AY D AH N D L EH F T EY S K W EH R G EY P IH NG HH OW L TH R UW W IH CH S T R IY M D DH AH L AY T AH V EY L AE N T ER N </S>'] ---> Reference:['<S> W IH DH EY R EH N D IH NG T EH R IH NG S AW N D W AH N AH V DH AH B R AO D W AY T S T OW N Z T ER N D OW V ER AH P AA N IH T S S AY D AH N D L EH F T EY S K W EH R G EY P IH NG HH OW L TH R UW W IH CH S T R IY M D DH AH L AY T AH V EY L AE N T ER N </S>']  (PER: 0.2804878048780488)
Prediction:['<S> DH EH N S AH D AH N L IY R IY AH L AY Z IH NG DH AH IH K S P OW ZH ER HH IY B R OW K IH N T UW EY S K R IY M AH N D TH R UW HH IH M S EH L F D AW N W IH DH HH IH Z F EY S T UW DH AH P IH L OW </S>'] ---> Reference:['<S> DH EH N S AH D AH N L IY R IY AH L AY Z IH NG DH AH IH K S P OW ZH ER HH IY B R OW K IH N T UW EY S K R IY M AH N D TH R UW HH IH M S EH L F D AW N W IH DH HH IH Z F EY S T UW DH AH P IH L OW </S>']  (PER: 0.0)
Prediction:['<S> DH EH R IH Z EY D R AY V DH EH N </S>'] ---> Reference:['<S> DH EH R IH Z EY D R AY V DH EH N </S>']  (PER: 0.0)
Prediction:['<S> AY L EH F T HH IH M DH EH N S T IH L P AH F IH NG AE T HH IH Z B L AE K K L EY P AY P W IH DH DH AH K AH N V IH K SH AH N DH AE T W EH N AY K EY M AH G EH N IH N DH AH M EH K S T M AO R N IH NG AY W UH D F AY N D DH AE T HH IY HH EH L D IH N HH IH Z HH AE N D Z AO L DH AH K L UW Z W IH CH W UH D L EH D AH P T UW DH AH AY D EH N T AH T IY AH V DH AH D IH S AH P IH R IH NG B R AY D G R UW M AH V M IH S M EH R IY S AH DH ER L AH N D'] ---> Reference:['<S> AY L EH F T HH IH M DH EH N S T IH L P AH F IH NG AE T HH IH Z B L AE K K L EY P AY P W IH DH DH AH K AH N V IH K SH AH N DH AE T W EH N AY K EY M AH G EH N AA N DH AH N EH K S T IY V N IH NG AY W UH D F AY N D DH AE T HH IY HH EH L D IH N HH IH Z HH AE N D Z AO L DH AH K L UW Z W IH CH W UH D L EH D AH P T UW DH AH AY D EH N T AH T IY AH V DH AH D IH S AH P IH R IH NG B R AY D G R UW M AH V M IH S M EH R IY S AH DH ER L AH N D </S>']  (PER: 0.03428571428571429)
Prediction:['<S> AH N D DH EH N V EH R IY S L OW L IY AY R L AY Z D DH AE T B AY EY M IH R AH K AH L AY HH AE D IH S K EY P T </S>'] ---> Reference:['<S> AH N D DH EH N V EH R IY S L OW L IY AY R IY AH L AY Z D DH AE T B AY EY M IH R AH K AH L AY HH AE D IH S K EY P T </S>']  (PER: 0.043478260869565216)
Prediction:['<S> M AY K AH M P AE N Y AH N S AE T IH N DH AH F R AH N D AH V DH AH T R AE P HH IH Z AA R M Z F OW L D AH D HH IH Z HH AE T P UH L D D AW N OW V ER HH IH Z AY Z AH N D HH IH Z CH IH N S AH NG K AH P AA N HH IH Z B R EH S T B EH R IY D IH N DH AH D IY P AH S T TH AO T </S>'] ---> Reference:['<S> M AY K AH M P AE N Y AH N S AE T IH N DH AH F R AH N T AH V DH AH T R AE P HH IH Z AA R M Z F OW L D AH D HH IH Z HH AE T P UH L D D AW N OW V ER HH IH Z AY Z AH N D HH IH Z CH IH N S AH NG K AH P AA N HH IH Z B R EH S T B EH R IY D IH N DH AH D IY P AH S T TH AO T </S>']  (PER: 0.00909090909090909)
Prediction:['<S> DH EY K AH M F R AH M M OW L Z IY AH N D W EY B R AH JH AH N D W AO L T AH N AH N D DH EY S EY DH EH R Z B IH N G AH N Z HH ER D AE T CH AH R T S IY HH EH V IY F AY R IH NG AH N D DH AE T M AW N T AH D S OW L JH ER Z HH AE V T OW L D DH EH M T UW G EH T AO F AE T W AH N S B IH K AO Z DH AH M AA R SH AH N Z AA R K AH M IH NG </S>'] ---> Reference:['<S> DH EY K AH M F R AH M M OW L Z IY AH N D W EY B R AH JH AH N D W AO L T AH N AH N D DH EY S EY DH EH R Z B IH N G AH N Z HH ER D AE T CH AH R T S IY HH EH V IY F AY R IH NG AH N D DH AE T M AW N T AH D S OW L JH ER Z HH AE V T OW L D DH EH M T UW G EH T AO F AE T W AH N S B IH K AO Z DH AH M AA R SH AH N Z AA R K AH M IH NG </S>']  (PER: 0.0)
Prediction:['<S> V EH R IY L AY K L IY N AA T </S>'] ---> Reference:['<S> V EH R IY L AY K L IY N AA T </S>']  (PER: 0.0)
Prediction:['<S> AH N D TH R UW DH IH S T UW M AA R SH AH N Z S L OW N L IY W EY D IH D AH N D T ER N D DH EH R HH IH S IH NG S T IY M JH EH T S DH IH S W EY AH N D DH AE T'] ---> Reference:['<S> AH N D TH R UW DH IH S T UW M AA R SH AH N Z S L OW L IY W EY D IH D AH N D T ER N D DH EH R HH IH S IH NG S T IY M JH EH T S DH IH S W EY AH N D DH AE T </S>']  (PER: 0.03125)
Prediction:['<S> Y UW K AE N P AE S TH R UW DH AH D AO R N OW W AH N HH IY D ER Z AH N D DH EH N S IY IH NG DH AE T AY S M AY L D AH N D SH UH K M AY HH EH D SH IY S AH D AH N L IY TH R UW AH S AY D AH N D M EY D EY T UW S T EH P F AO R W ER D W IH DH HH ER HH AE N D Z R AH NG T AH G EH DH ER </S>'] ---> Reference:['<S> Y UW K AE N P AE S TH R UW DH AH D AO R N OW W AH N HH IH N D ER Z AH N D DH EH N S IY IH NG DH AE T AY S M AY L D AH N D SH UH K M AY HH EH D SH IY S AH D AH N L IY TH R UW AH S AY D HH ER K AH N S T R EY N T AH N D M EY D EY S T EH P F AO R W ER D W IH DH HH ER HH AE N D Z R AH NG T AH G EH DH ER </S>']  (PER: 0.13392857142857142)
Prediction:['<S> DH AH S EH R AH M OW N IY W IH CH W AA Z P ER F AO R M D AE T EH S T JH AO R JH AH Z HH EH N OW V ER S K W EH R W AA Z OW V ER S AH S AH S AH N D L EY D IY K L AE R AH EH S T AH S AH V B AE L M AO R AH L L AO R D B L AE K W AO T ER L AO R D Y UW S T AH S AH N S AH N D L EY D IY K L AE R AH JH EH S T S AY M AH N DH AH Y AH NG G ER B R AH DH ER AH N D S IH S T ER AH V DH AH B R AY D G R UW M AH N D S IH S T ER AE L OW IH T IH NG AH N W IH T IH N </S>'] ---> Reference:['<S> DH AH S EH R AH M OW N IY W IH CH W AA Z P ER F AO R M D AE T EH S T JH AO R JH AH Z HH AE N OW V ER S K W EH R W AA Z EY V EH R IY K W AY AH T W AH N N OW W AH N B IY IH NG P R EH Z AH N T S EY V DH AH F AA DH ER AH V DH AH B R AY D M IH S T ER AE L OW IH SH IH S D AO R AE N DH AH D AH CH AH S AH V B AE L M AO R AH L L AO R D B AE K W AO T ER L AO R D Y UW S T AH S AH N D L EY D IY K L AE R AH EH S T S AY M AH N DH AH Y AH NG G ER B R AH DH ER AH N D S IH S T ER AH V DH AH B R AY D G R UW M AH N D L EY D IY AH L IH SH AH W IH T IH NG T AH N </S>']  (PER: 0.42162162162162165)
Prediction:['<S> HH AW EH V ER IH T W AA Z T UW L EY T T UW AO L T ER DH AH M AE T ER N AW S OW AY L AA K T IH T AH P IH N M AY P R AY V AH T S EY F AH N D T ER N D W AH N S M AO R T UW M AY W ER K </S>'] ---> Reference:['<S> HH AW EH V ER IH T W AA Z T UW L EY T T UW AO L T ER DH AH M AE T ER N AW S OW AY L AA K T IH T AH P IH N M AY P R AY V AH T S EY F AH N D T ER N D W AH N S M AO R T UW M AY W ER K </S>']  (PER: 0.0)
Prediction:['<S> B AH T AW ER T R AE P SH UH D B IY HH IY R HH IY P UH T HH IH Z T UW F AO R F IH NG G ER Z B IH T W IY N HH IH Z T ER TH AH N D W IH S AH L D SH R IH L IY EY S IH G N AH L W IH S W AA Z AE N S ER D B AY EY S IH M AH L ER W IH S AH L F R AH M DH AH D IH S T AH N S B AY EY S IH M AH L ER W IH S AH L F R AH M DH AH D IH S T AH N S V AY L OW D SH AO R T L IY B AY DH AH R AE T AH L AH V'] ---> Reference:['<S> B AH T AW ER T R AE P SH UH D B IY HH IY R HH IY P UH T HH IH Z T UW F AO R F IH NG G ER Z B IH T W IY N HH IH Z T IY TH AH N D W IH S AH L D SH R IH L IY EY S IH G N AH L W IH CH W AA Z AE N S ER D B AY EY S IH M AH L ER W IH S AH L F R AH M DH AH D IH S T AH N S F AA L OW D SH AO R T L IY B AY DH AH R AE T AH L AH V W IY L Z AH N D DH AH K L IH NG K AH V HH AO R S AH Z HH UH F S </S>']  (PER: 0.29936305732484075)
Prediction:['<S> HH AW V EH R IY AH B S ER D </S>'] ---> Reference:['<S> HH AW V EH R IY AH B S ER D </S>']  (PER: 0.0)
Prediction:['<S> Y UW AH N D ER S T AE N D M IH S T ER HH OW L D ER DH AE T AY AE M G IH V IH NG Y UW EY S T R AO NG P R UW F AH V DH AH K AA N F AH D EH N S W IH CH AY HH AE V IH N Y UW F AW N D AH D AH P AA N AO L DH AE T AY HH AE V HH ER D AH V Y UW </S>'] ---> Reference:['<S> Y UW AH N D ER S T AE N D M IH S T ER HH OW L D ER DH AE T AY AE M G IH V IH NG Y UW EY S T R AO NG P R UW F AH V DH AH K AA N F AH D EH N S W IH CH AY HH AE V IH N Y UW F AW N D IH D AH P AA N AO L DH AE T AY HH AE V HH ER D AH V Y UW </S>']  (PER: 0.010416666666666666)
Prediction:['<S> W AH T K UH D HH AE V HH AE P AH N D DH EH N T UW B R IH NG W AH N AH V DH AH F AO R M OW S T S IH T AH Z AH N Z AH V L AH N D AH N T UW DH IH S M OW S T P IH T IY AH B AH L P AE S </S>'] ---> Reference:['<S> W AH T K UH D HH AE V HH AE P AH N D DH EH N T UW B R IH NG W AH N AH V DH AH F AO R M OW S T S IH T AH Z AH N Z AH V L AH N D AH N T UW DH IH S M OW S T P IH T IY AH B AH L P AE S </S>']  (PER: 0.0)
Prediction:['<S> HH IY D IH S P AE CH T EY T EH L AH G R AE M W IH CH N EH V ER R IY CH T M IY AH B AW T F AO R AH K L AA K AH N D S P EH N T DH AH IY V N IH NG AE T EY M Y UW Z IH K HH AO L </S>'] ---> Reference:['<S> HH IY D IH S P AE CH T EY T EH L AH G R AE M W IH CH N EH V ER R IY CH T M IY AH B AW T F AO R AH K L AA K AH N D S P EH N T DH AH IY V N IH NG AE T EY M Y UW Z IH K HH AO L </S>']  (PER: 0.0)
Prediction:['<S> SH IY IH Z M AY N IY S B AH T W EH N M AY B R AH DH ER D AY D F AY AH V Y IH R Z AH G OW AH N D L EH F T HH ER AH L OW N IH N DH AH W ER L D AY AH D AA P T AH D HH ER AH N D HH AE V L UH K T AH P AA N HH ER EH V ER S IH N S AE Z M AY D AO T ER'] ---> Reference:['<S> SH IY IH Z M AY N IY S B AH T W EH N M AY B R AH DH ER D AY D F AY V Y IH R Z AH G OW AH N D L EH F T HH ER AH L OW N IH N DH AH W ER L D AY AH D AA P T AH D HH ER AH N D HH AE V L UH K T AH P AA N HH ER EH V ER S IH N S AE Z M AY D AO T ER </S>']  (PER: 0.020202020202020204)
Prediction:['<S> S AH M TH IH NG W IH DH IH N DH AH S IH L AH N D ER W AA Z AH N S K R UW IH NG DH AH T AA P </S>'] ---> Reference:['<S> S AH M TH IH NG W IH DH IH N DH AH S IH L AH N D ER W AA Z AH N S K R UW IH NG DH AH T AA P </S>']  (PER: 0.0)
Prediction:['<S> AY K AE N AA T AH L AW DH AE T DH EH R IH Z EH N IY HH Y UW M IH L IY EY SH AH N </S>'] ---> Reference:['<S> AY K AE N AA T AH L AW DH AE T DH EH R IH Z EH N IY HH Y UW M IH L IY EY SH AH N </S>']  (PER: 0.0)
Prediction:['<S> AY N OW IH T AH N D AY W AA N T Y UW T UW S T AA R T AH P AA N Y AO R W ER K N OW IH NG IH T T UW </S>'] ---> Reference:['<S> AY N OW IH T AH N D AY W AA N T Y UW T UW S T AA R T AH P AA N Y AO R W ER K N OW IH NG IH T T UW </S>']  (PER: 0.0)
Prediction:['<S> S ER T AH N L IY M IH S T ER HH OW M Z </S>'] ---> Reference:['<S> S ER T AH N L IY M IH S T ER HH OW M Z </S>']  (PER: 0.0)
Prediction:['<S> IH T IH Z T UW DH AE T R IH M AA R K DH AE T SH IY R AH F ER Z IH N DH IH S N OW T </S>'] ---> Reference:['<S> IH T IH Z T UW DH AE T R IH M AA R K DH AE T SH IY R AH F ER Z IH N DH IH S N OW T </S>']  (PER: 0.0)
Prediction:['<S> W AY SH UH D AH N T W IY B IY M EH R D R AY T AH W EY DH EH N S EH D HH IY AH N D DH EH N AY W IH L F IY JH EH N T UW D IH D IH T R AY T DH EH R AH N D AY W IH L F IY L SH UH R AH V Y UW AH N D AY W OW N T K L EY M T UW B IY Y AO R HH AH Z B AH N D IH N T IH L AY K AH M B AE K W EH L W IY T AO K T OW V ER AH N D HH IY HH AE D F IH K S T IH T AO L AH P S OW N AY S L IY W IH DH EY K L ER JH IY M AH N AO L R EH D IY IH N W EY T IH NG DH AE T W IY JH AH S T D IH D IH T R AY DH EH R AH N D DH AE N AY W IH N T B AE K T UW P AA </S>'] ---> Reference:['<S> W AY SH UH D AH N T W IY B IY M EH R IY D R AY T AH W EY DH EH N S EH D HH IY AH N D DH EH N AY W IH L F IY L SH UH R AH V Y UW AH N D AY W OW N T K L EY M T UW B IY Y AO R HH AH Z B AH N D AH N T IH L AY K AH M B AE K W EH L W IY T AO K T IH T OW V ER AH N D HH IY HH AE D F IH K S T IH T AO L AH P S OW N AY S L IY W IH DH EY K L ER JH IY M AH N AO L R EH D IY IH N W EY T IH NG DH AE T W IY JH AH S T D IH D IH T R AY T DH EH R AH N D DH EH N F R AE NG K W EH N T AO F T UW S IY K HH IH Z F AO R CH AH N AH N D AY W EH N T B AE K T UW P AA </S>']  (PER: 0.2744186046511628)
Prediction:['<S> IH T W AA Z EY K W AY AH T L IH T AH L P L EY N L IY F ER N IH SH T R UW M W IH DH EY R AW N D T EY B AH L IH N DH AH S EH N T ER AA N W IH CH S EH V ER AH L JH ER M AH N B UH K S W ER S K AE T ER D </S>'] ---> Reference:['<S> IH T W AA Z EY K W AY AH T L IH T AH L P L EY N L IY F ER N IH SH T R UW M W IH DH EY R AW N D T EY B AH L IH N DH AH S EH N T ER AA N W IH CH S EH V ER AH L JH ER M AH N B UH K S W ER S K AE T ER D </S>']  (PER: 0.0)
